sku,brand,stock_status,sale_price,regular_price,rate,result,link,stock_quantity
R091-271-12,REDHAND,0,"1,329.90","1,430.00",0.99,-,,0
R091-271-2,REDHAND,0,55.80,60.00,0.99,-,,0
R091-271-3,REDHAND,0,73.47,79.00,0.99,-,,0
R091-271-4,REDHAND,0,82.77,89.00,0.99,-,,0
R091-271-5,REDHAND,0,96.72,104.00,0.99,-,,0
R091-271-6,REDHAND,0,146.94,158.00,0.99,-,,0
R091-271-7,REDHAND,0,249.24,268.00,0.99,-,,0
R091-271-8,REDHAND,0,292.95,315.00,0.99,-,,0
R091-271-9,REDHAND,0,368.28,396.00,0.99,-,,0
R091-356-40,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-356-41,REDHAND,0,"1,190.40","1,280.00",0.99,-,,0
R091-356-42,REDHAND,0,103.23,111.00,0.99,-,,0
R091-356-43,REDHAND,0,117.18,126.00,0.99,-,,0
R091-356-50,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-356-51,REDHAND,0,"1,190.40","1,280.00",0.99,-,,0
R091-356-51R,REDHAND,0,76.26,82.00,0.99,-,,0
R091-356-52,REDHAND,0,103.23,111.00,0.99,-,,0
R091-356-52R,REDHAND,0,79.05,85.00,0.99,-,,0
R091-356-53,REDHAND,0,117.18,126.00,0.99,-,,0
R091-356-53R,REDHAND,0,84.63,91.00,0.99,-,,0
R091-50000,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-50101,REDHAND,0,417.57,449.00,0.99,-,,0
R091-50101-E,REDHAND,0,509.64,548.00,0.99,-,,0
R091-50102,REDHAND,0,558.93,601.00,0.99,-,,0
R091-50102-E,REDHAND,0,810.96,872.00,0.99,-,,0
R091-50103,REDHAND,0,504.06,542.00,0.99,-,,0
R091-50103-E,REDHAND,0,620.31,667.00,0.99,-,,0
R091-50104,REDHAND,0,"1,088.10","1,170.00",0.99,-,,0
R091-50104-E,REDHAND,0,"1,246.20","1,340.00",0.99,-,,0
R091-50104-L,REDHAND,0,"1,218.30","1,310.00",0.99,-,,0
R091-50105,REDHAND,0,"1,153.20","1,240.00",0.99,-,,0
R091-50105-E,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-50106,REDHAND,0,"1,367.10","1,470.00",0.99,-,,0
R091-50107,REDHAND,0,"1,069.50","1,150.00",0.99,-,,0
R091-50108,REDHAND,0,"1,143.90","1,230.00",0.99,-,,0
R091-50201,REDHAND,0,355.26,382.00,0.99,-,,0
R091-50202,REDHAND,0,442.68,476.00,0.99,-,,0
R091-50203,REDHAND,0,368.28,396.00,0.99,-,,0
SET-F071-TRI1515J1,FRANKLIN/แฟรงคลิน,0,"18,572.10","19,970.00",0.99,-,,0
SET-F071-TRI1515JS,FRANKLIN/แฟรงคลิน,0,"20,004.30","21,510.00",0.99,-,,0
SET-F071-TRI1515S,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
SET-F071-TRI1515T,FRANKLIN/แฟรงคลิน,0,"17,976.90","19,330.00",0.99,-,,0
SET-F071-TRI2011,FRANKLIN/แฟรงคลิน,0,"22,561.80","24,260.00",0.99,-,,0
SET-F071-TRI2011T,FRANKLIN/แฟรงคลิน,0,"17,381.70","18,690.00",0.99,-,,0
SET-F071-TRI2507,FRANKLIN/แฟรงคลิน,0,"14,201.10","15,270.00",0.99,-,,0
SET-F071-TRI2507-1,FRANKLIN/แฟรงคลิน,0,"12,889.80","13,860.00",0.99,-,,0
SET-F071-TRI2507JS,FRANKLIN/แฟรงคลิน,0,"13,094.40","14,080.00",0.99,-,,0
SET-F071-TRI2507S,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
SET-F071-TRI2510,FRANKLIN/แฟรงคลิน,0,"18,497.70","19,890.00",0.99,-,,0
SET-F071-TRI2510-1,FRANKLIN/แฟรงคลิน,0,"16,451.70","17,690.00",0.99,-,,0
SET-F071-TRI2510S,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
SET-F071-TRI2510T,FRANKLIN/แฟรงคลิน,0,"13,782.60","14,820.00",0.99,-,,0
SET-F071-TRI2514,FRANKLIN/แฟรงคลิน,0,"27,741.90","29,830.00",0.99,-,,0
SET-F071-TRI2514-1,FRANKLIN/แฟรงคลิน,0,"25,593.60","27,520.00",0.99,-,,0
SET-F071-TRI2514S,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
SET-F071-TRI2514T,FRANKLIN/แฟรงคลิน,0,"20,832.00","22,400.00",0.99,-,,0
SET-F07112AD1030T1,FRANKLIN/แฟรงคลิน,0,"19,883.40","21,380.00",0.99,-,,0
SET-F07112AD1750T1,FRANKLIN/แฟรงคลิน,0,"32,150.10","34,570.00",0.99,-,,0
SET-F07112AD2675T1,FRANKLIN/แฟรงคลิน,0,"41,403.60","44,520.00",0.99,-,,0
SET-F07116AD1350T1,FRANKLIN/แฟรงคลิน,0,"32,038.50","34,450.00",0.99,-,,0
SET-F0714ADE1530T1,FRANKLIN/แฟรงคลิน,0,"8,890.80","9,560.00",0.99,-,,0
SET-F0714ADE1620T1,FRANKLIN/แฟรงคลิน,0,"8,239.80","8,860.00",0.99,-,,0
SET-F0714ADE2030T1,FRANKLIN/แฟรงคลิน,0,"8,732.70","9,390.00",0.99,-,,0
SET-F071L4D3514TJS,FRANKLIN/แฟรงคลิน,0,"19,641.60","21,120.00",0.99,-,,0
SET-F071L4D3522TJS,FRANKLIN/แฟรงคลิน,0,"24,049.80","25,860.00",0.99,-,,0
SET-F071L4D35X14JS,FRANKLIN/แฟรงคลิน,0,"24,524.10","26,370.00",0.99,-,,0
SET-F071L4D35X221,FRANKLIN/แฟรงคลิน,0,"33,098.70","35,590.00",0.99,-,,0
SET-F071L4D35X22JS,FRANKLIN/แฟรงคลิน,0,"33,628.80","36,160.00",0.99,-,,0
SET-F071L4D35X22T1,FRANKLIN/แฟรงคลิน,0,"20,952.90","22,530.00",0.99,-,,0
SET-F071L4D4514TJS,FRANKLIN/แฟรงคลิน,0,"26,300.40","28,280.00",0.99,-,,0
SET-F071L4D45X14JS,FRANKLIN/แฟรงคลิน,0,"34,856.40","37,480.00",0.99,-,,0
SET-F071L4D6017TJS,FRANKLIN/แฟรงคลิน,0,"38,929.80","41,860.00",0.99,-,,0
SET-F071L4D60X17JS,FRANKLIN/แฟรงคลิน,0,"50,480.40","54,280.00",0.99,-,,0
SET-F071SVM150X13T,FRANKLIN/แฟรงคลิน,0,"17,446.80","18,760.00",0.99,-,,0
SET-F071SVM150X19T,FRANKLIN/แฟรงคลิน,0,"21,018.00","22,600.00",0.99,-,,0
SET-POLO-131,POLO/โปโล,0,,,0.99,-,,0
SET-POLO-132,POLO/โปโล,0,,,0.99,-,,0
SET-POLO-133,POLO/โปโล,0,,,0.99,-,,0
SET-TSURUMI-0074,TSURUMI/ซูรูมิ,0,"30,950.40","33,280.00",0.99,-,,0
T161-0005,TSURUMI/ซูรูมิ,0,"24,170.70","25,990.00",0.99,-,,0
T161-0006,TSURUMI/ซูรูมิ,0,"34,224.00","36,800.00",0.99,-,,0
T161-0010,TSURUMI/ซูรูมิ,0,"24,170.70","25,990.00",0.99,-,,0
T161-0011,TSURUMI/ซูรูมิ,0,"34,224.00","36,800.00",0.99,-,,0
T161-0020,TSURUMI/ซูรูมิ,0,"26,607.30","28,610.00",0.99,-,,0
T161-0021,TSURUMI/ซูรูมิ,0,"36,604.80","39,360.00",0.99,-,,0
T161-0030,TSURUMI/ซูรูมิ,0,"26,607.30","28,610.00",0.99,-,,0
T161-0031,TSURUMI/ซูรูมิ,0,"36,604.80","39,360.00",0.99,-,,0
T161-0040,TSURUMI/ซูรูมิ,0,"41,664.00","44,800.00",0.99,-,,0
T161-0041,TSURUMI/ซูรูมิ,0,"52,972.80","56,960.00",0.99,-,,0
T161-0050,TSURUMI/ซูรูมิ,0,"41,664.00","44,800.00",0.99,-,,0
T161-0051,TSURUMI/ซูรูมิ,0,"52,972.80","56,960.00",0.99,-,,0
T161-0060,TSURUMI/ซูรูมิ,0,"54,163.20","58,240.00",0.99,-,,0
T161-0070,TSURUMI/ซูรูมิ,0,"41,664.00","44,800.00",0.99,-,,0
T161-0080,TSURUMI/ซูรูมิ,0,"54,163.20","58,240.00",0.99,-,,0
T161-0090,TSURUMI/ซูรูมิ,0,"74,995.20","80,640.00",0.99,-,,0
T161-0100,TSURUMI/ซูรูมิ,0,"74,995.20","80,640.00",0.99,-,,0
T161-0110,TSURUMI/ซูรูมิ,0,"92,851.20","99,840.00",0.99,-,,0
T161-0120,TSURUMI/ซูรูมิ,0,"92,851.20","99,840.00",0.99,-,,0
T161-0125,TSURUMI/ซูรูมิ,0,"52,972.80","56,960.00",0.99,-,,0
T161-0130,TSURUMI/ซูรูมิ,0,"26,784.00","28,800.00",0.99,-,,0
T161-0140,TSURUMI/ซูรูมิ,0,,,0.99,-,,0
T161-0150,TSURUMI/ซูรูมิ,0,"41,664.00","44,800.00",0.99,-,,0
T161-0155,TSURUMI/ซูรูมิ,0,"18,451.20","19,840.00",0.99,-,,0
T161-0180,TSURUMI/ซูรูมิ,0,"3,599.10","3,870.00",0.99,-,,0
T161-0182,TSURUMI/ซูรูมิ,0,"5,105.70","5,490.00",0.99,-,,0
T161-0185,TSURUMI/ซูรูมิ,0,"9,365.10","10,070.00",0.99,-,,0
T161-0186,TSURUMI/ซูรูมิ,0,"14,582.40","15,680.00",0.99,-,,0
T161-0190,TSURUMI/ซูรูมิ,0,"11,346.00","12,200.00",0.99,-,,0
T161-0192,TSURUMI/ซูรูมิ,0,"14,005.80","15,060.00",0.99,-,,0
T161-0235,TSURUMI/ซูรูมิ,0,"16,665.60","17,920.00",0.99,-,,0
T161-0240,TSURUMI/ซูรูมิ,0,"14,824.20","15,940.00",0.99,-,,0
T161-0255,TSURUMI/ซูรูมิ,0,"6,900.60","7,420.00",0.99,-,,0
T161-0256,TSURUMI/ซูรูมิ,0,"12,201.60","13,120.00",0.99,-,,0
T161-0269-1,TSURUMI/ซูรูมิ,0,"14,880.00","16,000.00",0.99,-,,0
T161-0270,TSURUMI/ซูรูมิ,0,"14,880.00","16,000.00",0.99,-,,0
T161-0271,TSURUMI/ซูรูมิ,0,"20,534.40","22,080.00",0.99,-,,0
T161-0272,TSURUMI/ซูรูมิ,0,"14,880.00","16,000.00",0.99,-,,0
T161-0273,TSURUMI/ซูรูมิ,0,"20,952.90","22,530.00",0.99,-,,0
T161-0274,TSURUMI/ซูรูมิ,0,"25,956.30","27,910.00",0.99,-,,0
T161-0276,TSURUMI/ซูรูมิ,0,"31,285.20","33,640.00",0.99,-,,0
T161-0283,TSURUMI/ซูรูมิ,0,"14,880.00","16,000.00",0.99,-,,0
T161-0289,TSURUMI/ซูรูมิ,0,"11,104.20","11,940.00",0.99,-,,0
T161-0290,TSURUMI/ซูรูมิ,0,"11,104.20","11,940.00",0.99,-,,0
T161-0292,TSURUMI/ซูรูมิ,0,"11,522.70","12,390.00",0.99,-,,0
T161-0294,TSURUMI/ซูรูมิ,0,"14,768.40","15,880.00",0.99,-,,0
T161-0298,TSURUMI/ซูรูมิ,0,"17,921.10","19,270.00",0.99,-,,0
T161-0299,TSURUMI/ซูรูมิ,0,"58,924.80","63,360.00",0.99,-,,0
T161-0300,TSURUMI/ซูรูมิ,0,"13,810.50","14,850.00",0.99,-,,0
T161-0301,TSURUMI/ซูรูมิ,0,"18,748.80","20,160.00",0.99,-,,0
T161-0302,TSURUMI/ซูรูมิ,0,"15,121.80","16,260.00",0.99,-,,0
T161-0304,TSURUMI/ซูรูมิ,0,"18,869.70","20,290.00",0.99,-,,0
T161-0308,TSURUMI/ซูรูมิ,0,"25,835.40","27,780.00",0.99,-,,0
T161-0309,TSURUMI/ซูรูมิ,0,"55,353.60","59,520.00",0.99,-,,0
T161-0315,TSURUMI/ซูรูมิ,0,"270,816.00","291,200.00",0.99,-,,0
T161-0320,TSURUMI/ซูรูมิ,0,"10,146.30","10,910.00",0.99,-,,0
T161-0340,TSURUMI/ซูรูมิ,0,"15,121.80","16,260.00",0.99,-,,0
T161-0358,TSURUMI/ซูรูมิ,0,"119,040.00","128,000.00",0.99,-,,0
T161-0360,TSURUMI/ซูรูมิ,0,"166,060.80","178,560.00",0.99,-,,0
R091-541-75,REDHAND,0,"1,162.50","1,250.00",0.99,-,,0
R091-54101,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-54102,REDHAND,0,"1,069.50","1,150.00",0.99,-,,0
R091-54103,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-54201,REDHAND,0,651.00,700.00,0.99,-,,0
R091-54202,REDHAND,0,"1,023.00","1,100.00",0.99,-,,0
R091-54203,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-54204,REDHAND,0,620.31,667.00,0.99,-,,0
R091-54205,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-54301,REDHAND,0,"1,878.60","2,020.00",0.99,-,,0
R091-54302,REDHAND,0,"2,613.30","2,810.00",0.99,-,,0
R091-54303,REDHAND,0,"4,175.70","4,490.00",0.99,-,,0
R091-54311,REDHAND,0,"2,436.60","2,620.00",0.99,-,,0
R091-54312,REDHAND,0,"3,487.50","3,750.00",0.99,-,,0
R091-54313,REDHAND,0,"5,226.60","5,620.00",0.99,-,,0
R091-54401,REDHAND,0,"1,171.80","1,260.00",0.99,-,,0
R091-54401-I,REDHAND,0,743.07,799.00,0.99,-,,0
R091-54402,REDHAND,0,"1,515.90","1,630.00",0.99,-,,0
R091-54501,REDHAND,0,"2,613.30","2,810.00",0.99,-,,0
R091-54501-MB,REDHAND,0,"2,910.90","3,130.00",0.99,-,,0
R091-54502,REDHAND,0,"3,431.70","3,690.00",0.99,-,,0
R091-54601,REDHAND,0,"3,022.50","3,250.00",0.99,-,,0
R091-54602,REDHAND,0,"2,055.30","2,210.00",0.99,-,,0
R091-54603,REDHAND,0,"2,910.90","3,130.00",0.99,-,,0
R091-54611,REDHAND,0,"4,064.10","4,370.00",0.99,-,,0
R091-54612,REDHAND,0,"2,910.90","3,130.00",0.99,-,,0
R091-54613,REDHAND,0,"4,650.00","5,000.00",0.99,-,,0
R091-54701,REDHAND,0,823.05,885.00,0.99,-,,0
R091-54702,REDHAND,0,957.90,"1,030.00",0.99,-,,0
R091-54703,REDHAND,0,877.92,944.00,0.99,-,,0
R091-54704,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-54705,REDHAND,0,"1,757.70","1,890.00",0.99,-,,0
R091-548-40,REDHAND,0,172.05,185.00,0.99,-,,0
R091-548-50,REDHAND,0,206.46,222.00,0.99,-,,0
R091-549-40,REDHAND,0,156.24,168.00,0.99,-,,0
R091-549-50,REDHAND,0,191.58,206.00,0.99,-,,0
R091-550-1,REDHAND,0,324.57,349.00,0.99,-,,0
R091-550-10,REDHAND,0,"1,227.60","1,320.00",0.99,-,,0
R091-550-2,REDHAND,0,552.42,594.00,0.99,-,,0
R091-550-3,REDHAND,0,552.42,594.00,0.99,-,,0
R091-550-4,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-550-5,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-550-6,REDHAND,0,"1,469.40","1,580.00",0.99,-,,0
R091-550-7,REDHAND,0,"1,227.60","1,320.00",0.99,-,,0
R091-550-8,REDHAND,0,"1,227.60","1,320.00",0.99,-,,0
R091-55001,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-55002,REDHAND,0,939.30,"1,010.00",0.99,-,,0
R091-55003,REDHAND,0,841.65,905.00,0.99,-,,0
R091-55004,REDHAND,0,"1,088.10","1,170.00",0.99,-,,0
R091-55005,REDHAND,0,466.86,502.00,0.99,-,,0
R091-55006,REDHAND,0,816.54,878.00,0.99,-,,0
R091-55101,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-55102,REDHAND,0,"1,032.30","1,110.00",0.99,-,,0
R091-55103,REDHAND,0,828.63,891.00,0.99,-,,0
R091-55104,REDHAND,0,"1,013.70","1,090.00",0.99,-,,0
R091-55106,REDHAND,0,"1,050.90","1,130.00",0.99,-,,0
R091-55300,REDHAND,0,"1,116.00","1,200.00",0.99,-,,0
R091-55301,REDHAND,0,"1,199.70","1,290.00",0.99,-,,0
R091-55302,REDHAND,0,"1,097.40","1,180.00",0.99,-,,0
R091-55303,REDHAND,0,"2,055.30","2,210.00",0.99,-,,0
R091-55304,REDHAND,0,"2,008.80","2,160.00",0.99,-,,0
R091-55305,REDHAND,0,"1,664.70","1,790.00",0.99,-,,0
R091-55306,REDHAND,0,"1,785.60","1,920.00",0.99,-,,0
R091-55307,REDHAND,0,"1,980.90","2,130.00",0.99,-,,0
R091-55308,REDHAND,0,"5,375.40","5,780.00",0.99,-,,0
R091-55401,REDHAND,0,"1,041.60","1,120.00",0.99,-,,0
R091-55402,REDHAND,0,"1,013.70","1,090.00",0.99,-,,0
R091-55403,REDHAND,0,705.87,759.00,0.99,-,,0
R091-55404,REDHAND,0,884.43,951.00,0.99,-,,0
R091-55405,REDHAND,0,675.18,726.00,0.99,-,,0
R091-55406,REDHAND,0,"1,050.90","1,130.00",0.99,-,,0
R091-55501,REDHAND,0,"1,385.70","1,490.00",0.99,-,,0
R091-55502,REDHAND,0,985.80,"1,060.00",0.99,-,,0
R091-55503,REDHAND,0,"1,013.70","1,090.00",0.99,-,,0
R091-55504,REDHAND,0,"1,041.60","1,120.00",0.99,-,,0
R091-55505,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-55506,REDHAND,0,"1,032.30","1,110.00",0.99,-,,0
R091-55507,REDHAND,0,571.02,614.00,0.99,-,,0
R091-590-15,REDHAND,0,596.13,641.00,0.99,-,,0
R091-590-20,REDHAND,0,792.36,852.00,0.99,-,,0
R091-590-20C,REDHAND,0,398.97,429.00,0.99,-,,0
R091-590-25,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-590-40,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R091-590-50,REDHAND,0,995.10,"1,070.00",0.99,-,,0
R111-0001,RM,0,166.47,179.00,0.99,-,,0
R111-0002,RM,0,211.11,227.00,0.99,-,,0
R111-0003,RM,0,355.26,382.00,0.99,-,,0
R111-0004,RM,0,198.09,213.00,0.99,-,,0
R111-0005,RM,0,236.22,254.00,0.99,-,,0
R111-0006,RM,0,386.88,416.00,0.99,-,,0
R111-0007,RM,0,368.28,396.00,0.99,-,,0
R111-0008,RM,0,424.08,456.00,0.99,-,,0
R111-0009,RM,0,644.49,693.00,0.99,-,,0
R111-0010,RM,0,"1,078.80","1,160.00",0.99,-,,0
R111-0011,RM,0,"1,329.90","1,430.00",0.99,-,,0
R111-0012,RM,0,"1,692.60","1,820.00",0.99,-,,0
R111-0013,RM,0,255.75,275.00,0.99,-,,0
R111-0014,RM,0,305.97,329.00,0.99,-,,0
R111-0015,RM,0,368.28,396.00,0.99,-,,0
R111-0016,RM,0,287.37,309.00,0.99,-,,0
F072-0179,FRANKLIN/แฟรงคลิน,0,"1,209.00","1,300.00",0.99,-,,0
F072-0182,FRANKLIN/แฟรงคลิน,0,491.04,528.00,0.99,-,,0
F072-0184,FRANKLIN/แฟรงคลิน,0,491.04,528.00,0.99,-,,0
F072-0186,FRANKLIN/แฟรงคลิน,0,"1,422.90","1,530.00",0.99,-,,0
F072-0210,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
F072-0220,FRANKLIN/แฟรงคลิน,0,,,0.99,-,,0
F191-FH2X12,FLEX HOSE,0,122.76,132.00,0.99,-,,0
F191-FH3X12,FLEX HOSE,0,136.71,147.00,0.99,-,,0
F191-FH4X12,FLEX HOSE,0,190.65,205.00,0.99,-,,0
F191-FH6X12,FLEX HOSE,0,409.20,440.00,0.99,-,,0
F191-FH8X12,FLEX HOSE,0,957.90,"1,030.00",0.99,-,,0
G081-0010,GOULDS PUMP/กูลส์ ปั๊ม,0,"18,534.90","19,930.00",0.99,-,,0
G081-0020,GOULDS PUMP/กูลส์ ปั๊ม,0,"31,434.00","33,800.00",0.99,-,,0
G081-0120,GOULDS PUMP/กูลส์ ปั๊ม,0,"33,749.70","36,290.00",0.99,-,,0
G081-0125,GOULDS PUMP/กูลส์ ปั๊ม,0,"24,505.50","26,350.00",0.99,-,,0
G081-0130,GOULDS PUMP/กูลส์ ปั๊ม,0,"26,756.10","28,770.00",0.99,-,,0
G081-0150,GOULDS PUMP/กูลส์ ปั๊ม,0,"26,681.70","28,690.00",0.99,-,,0
G081-0220,GOULDS PUMP/กูลส์ ปั๊ม,0,"33,396.30","35,910.00",0.99,-,,0
G081-0225,GOULDS PUMP/กูลส์ ปั๊ม,0,"43,933.20","47,240.00",0.99,-,,0
G081-0230,GOULDS PUMP/กูลส์ ปั๊ม,0,"28,541.70","30,690.00",0.99,-,,0
G081-0250,GOULDS PUMP/กูลส์ ปั๊ม,0,"29,462.40","31,680.00",0.99,-,,0
G081-0320,GOULDS PUMP/กูลส์ ปั๊ม,0,"23,891.70","25,690.00",0.99,-,,0
G081-0325,GOULDS PUMP/กูลส์ ปั๊ม,0,"45,123.60","48,520.00",0.99,-,,0
G081-0330,GOULDS PUMP/กูลส์ ปั๊ม,0,"34,177.50","36,750.00",0.99,-,,0
G081-0360,GOULDS PUMP/กูลส์ ปั๊ม,0,"39,283.20","42,240.00",0.99,-,,0
G081-0440,GOULDS PUMP/กูลส์ ปั๊ม,0,"41,719.80","44,860.00",0.99,-,,0
G081-0470,GOULDS PUMP/กูลส์ ปั๊ม,0,"48,453.00","52,100.00",0.99,-,,0
G081-0475,GOULDS PUMP/กูลส์ ปั๊ม,0,"34,289.10","36,870.00",0.99,-,,0
G081-0480,GOULDS PUMP/กูลส์ ปั๊ม,0,"60,301.20","64,840.00",0.99,-,,0
G081-0490,GOULDS PUMP/กูลส์ ปั๊ม,0,"45,895.50","49,350.00",0.99,-,,0
G081-0495,GOULDS PUMP/กูลส์ ปั๊ม,0,"69,498.90","74,730.00",0.99,-,,0
G081-0525,GOULDS PUMP/กูลส์ ปั๊ม,0,"58,748.10","63,170.00",0.99,-,,0
G081-0530,GOULDS PUMP/กูลส์ ปั๊ม,0,"61,008.00","65,600.00",0.99,-,,0
G081-0540,GOULDS PUMP/กูลส์ ปั๊ม,0,"79,459.20","85,440.00",0.99,-,,0
G081-0550,GOULDS PUMP/กูลส์ ปั๊ม,0,"67,322.70","72,390.00",0.99,-,,0
G081-0630,GOULDS PUMP/กูลส์ ปั๊ม,0,"82,974.60","89,220.00",0.99,-,,0
G081-0640,GOULDS PUMP/กูลส์ ปั๊ม,0,"104,522.70","112,390.00",0.99,-,,0
G081-0650,GOULDS PUMP/กูลส์ ปั๊ม,0,"78,426.90","84,330.00",0.99,-,,0
G081-0680,GOULDS PUMP/กูลส์ ปั๊ม,0,"107,201.10","115,270.00",0.99,-,,0
G081-0690,GOULDS PUMP/กูลส์ ปั๊ม,0,"71,535.60","76,920.00",0.99,-,,0
H101-0080,HUZIE/ฮูซี่,0,"16,070.40","17,280.00",0.99,-,,0
H161-0010,HAITUN/ไฮตัน,0,211.11,227.00,0.99,-,,0
H161-0020,HAITUN/ไฮตัน,0,478.95,515.00,0.99,-,,0
H161-0100,HAITUN/ไฮตัน,0,"1,199.70","1,290.00",0.99,-,,0
H161-PC18,HAITUN/ไฮตัน,0,677.97,729.00,0.99,-,,0
H161-PC2A,HAITUN/ไฮตัน,0,177.63,191.00,0.99,-,,0
H161-PC2B,HAITUN/ไฮตัน,0,293.88,316.00,0.99,-,,0
H161-PC39,HAITUN/ไฮตัน,0,"7,523.70","8,090.00",0.99,-,,0
H161-PC3A1017-1/4,HAITUN/ไฮตัน,0,134.85,145.00,0.99,-,,0
H161-PC3A1017-3/8,HAITUN/ไฮตัน,0,134.85,145.00,0.99,-,,0
H161-PC3A2230-1/4,HAITUN/ไฮตัน,0,141.36,152.00,0.99,-,,0
H161-PC3A2230-3/8,HAITUN/ไฮตัน,0,141.36,152.00,0.99,-,,0
H161-PC5022,HAITUN/ไฮตัน,0,"7,746.90","8,330.00",0.99,-,,0
H161-PC5040,HAITUN/ไฮตัน,0,"11,104.20","11,940.00",0.99,-,,0
H161-PC50M,HAITUN/ไฮตัน,0,"6,603.00","7,100.00",0.99,-,,0
H161-PC6-1,HAITUN/ไฮตัน,0,214.83,231.00,0.99,-,,0
H161-PC6-4,HAITUN/ไฮตัน,0,251.10,270.00,0.99,-,,0
H161-PC7-1,HAITUN/ไฮตัน,0,165.54,178.00,0.99,-,,0
H161-PC7-4,HAITUN/ไฮตัน,0,169.26,182.00,0.99,-,,0
H161-PC8D,HAITUN/ไฮตัน,0,275.28,296.00,0.99,-,,0
H161-PC8F,HAITUN/ไฮตัน,0,198.09,213.00,0.99,-,,0
H161-VFI08-25,HAITUN/ไฮตัน,0,"18,339.60","19,720.00",0.99,-,,0
H211-HB60,HECTO/เฮกโต,0,"1,218.30","1,310.00",0.99,-,,0
H211-HCM100,HECTO/เฮกโต,0,"2,194.80","2,360.00",0.99,-,,0
H211-HCM22,HECTO/เฮกโต,0,"1,599.60","1,720.00",0.99,-,,0
H211-HDP355,HECTO/เฮกโต,0,"2,473.80","2,660.00",0.99,-,,0
H211-HF5AN,HECTO/เฮกโต,0,"3,710.70","3,990.00",0.99,-,,0
H211-HJET100B,HECTO/เฮกโต,0,"2,259.90","2,430.00",0.99,-,,0
H211-HS100,HECTO/เฮกโต,0,"2,473.80","2,660.00",0.99,-,,0
H211-TURBO370,HECTO/เฮกโต,0,"1,227.60","1,320.00",0.99,-,,0
J061-2010,JEONIL/จีโอนิล,0,"5,766.00","6,200.00",0.99,-,,0
K031-BPP3000/42,KARCHER/คาร์เชอร์,0,"7,672.50","8,250.00",0.99,-,,0
K031-SCP9000,KARCHER/คาร์เชอร์,0,"4,826.70","5,190.00",0.99,-,,0
K081-SFP654G,KIRA/คิร่า,0,"114,278.40","122,880.00",0.99,-,,0
K081-SUF504G,KIRA/คิร่า,0,"87,141.00","93,700.00",0.99,-,,0
K081-SUF654G,KIRA/คิร่า,0,"109,284.30","117,510.00",0.99,-,,0
K081-SUF804G,KIRA/คิร่า,0,"118,928.40","127,880.00",0.99,-,,0
K081-SUP204G,KIRA/คิร่า,0,"28,569.60","30,720.00",0.99,-,,0
K291-0100,KK/เคเค,0,"1,627.50","1,750.00",0.99,-,,0
K471-0010,KITZ,0,"1,729.80","1,860.00",0.99,-,,0
K471-0020,KITZ,0,"1,729.80","1,860.00",0.99,-,,0
K471-0030,KITZ,0,"1,953.00","2,100.00",0.99,-,,0
K471-0040,KITZ,0,"2,287.80","2,460.00",0.99,-,,0
K471-0050,KITZ,0,"2,752.80","2,960.00",0.99,-,,0
K471-0060,KITZ,0,"3,580.50","3,850.00",0.99,-,,0
K471-0070,KITZ,0,"4,092.00","4,400.00",0.99,-,,0
K471-0080,KITZ,0,"7,877.10","8,470.00",0.99,-,,0
K471-0110,KITZ,0,381.30,410.00,0.99,-,,0
K471-0120,KITZ,0,494.76,532.00,0.99,-,,0
K471-0130,KITZ,0,684.48,736.00,0.99,-,,0
K471-0140,KITZ,0,"1,069.50","1,150.00",0.99,-,,0
K471-0150,KITZ,0,"1,283.40","1,380.00",0.99,-,,0
K471-0160,KITZ,0,"1,887.90","2,030.00",0.99,-,,0
K471-0210,KITZ,0,967.20,"1,040.00",0.99,-,,0
K471-0220,KITZ,0,"1,116.00","1,200.00",0.99,-,,0
K471-0230,KITZ,0,"1,413.60","1,520.00",0.99,-,,0
K471-0240,KITZ,0,"2,046.00","2,200.00",0.99,-,,0
K471-0250,KITZ,0,"3,096.90","3,330.00",0.99,-,,0
K471-0260,KITZ,0,"4,305.90","4,630.00",0.99,-,,0
K471-0310,KITZ,0,327.36,352.00,0.99,-,,0
